,ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated,q0_raw,q1_raw,q2_raw,q3_raw
0.00000,-0.33100,1.00000,0.00007,0.00001,0.00006,1.00000,0.00007,0.00001,0.00006
1.00000,-0.32100,1.00000,0.00016,0.00002,0.00013,1.00000,0.00016,0.00002,0.00013
2.00000,-0.31100,1.00000,0.00024,0.00002,0.00020,1.00000,0.00024,0.00002,0.00020
3.00000,-0.30100,1.00000,0.00031,0.00003,0.00026,1.00000,0.00031,0.00003,0.00026
4.00000,-0.29100,1.00000,0.00039,0.00003,0.00032,1.00000,0.00039,0.00003,0.00032
5.00000,-0.28100,1.00000,0.00047,0.00004,0.00038,1.00000,0.00047,0.00004,0.00038
6.00000,-0.27100,1.00000,0.00056,0.00005,0.00045,1.00000,0.00056,0.00005,0.00045
7.00000,-0.26100,1.00000,0.00064,0.00006,0.00052,1.00000,0.00064,0.00006,0.00052
8.00000,-0.25100,1.00000,0.00073,0.00007,0.00058,1.00000,0.00073,0.00007,0.00058
9.00000,-0.24100,1.00000,0.00081,0.00009,0.00064,1.00000,0.00081,0.00009,0.00064
10.00000,-0.23100,1.00000,0.00090,0.00010,0.00071,1.00000,0.00090,0.00010,0.00071
11.00000,-0.22100,1.00000,0.00098,0.00011,0.00078,1.00000,0.00098,0.00011,0.00078
12.00000,-0.21100,1.00000,0.00106,0.00012,0.00084,1.00000,0.00106,0.00012,0.00084
13.00000,-0.20100,1.00000,0.00114,0.00013,0.00090,1.00000,0.00114,0.00013,0.00090
14.00000,-0.19100,1.00000,0.00122,0.00014,0.00097,1.00000,0.00122,0.00014,0.00097
15.00000,-0.18100,1.00000,0.00131,0.00014,0.00103,1.00000,0.00131,0.00014,0.00103
16.00000,-0.17100,1.00000,0.00139,0.00015,0.00110,1.00000,0.00139,0.00015,0.00110
17.00000,-0.16100,1.00000,0.00147,0.00015,0.00117,1.00000,0.00147,0.00015,0.00117
18.00000,-0.15100,1.00000,0.00155,0.00015,0.00123,1.00000,0.00155,0.00015,0.00123
19.00000,-0.14100,1.00000,0.00163,0.00016,0.00129,1.00000,0.00163,0.00016,0.00129
20.00000,-0.13100,1.00000,0.00170,0.00016,0.00136,1.00000,0.00170,0.00016,0.00136
21.00000,-0.12100,1.00000,0.00178,0.00017,0.00142,1.00000,0.00178,0.00017,0.00142
22.00000,-0.11100,1.00000,0.00186,0.00018,0.00148,1.00000,0.00186,0.00018,0.00148
23.00000,-0.10100,1.00000,0.00193,0.00018,0.00154,1.00000,0.00193,0.00018,0.00154
24.00000,-0.09100,1.00000,0.00200,0.00020,0.00155,1.00000,0.00200,0.00020,0.00155
25.00000,-0.08100,1.00000,0.00208,0.00022,0.00168,1.00000,0.00208,0.00022,0.00168
26.00000,-0.07100,1.00000,0.00211,0.00015,0.00192,1.00000,0.00211,0.00015,0.00192
27.00000,-0.06100,1.00000,0.00211,0.00004,0.00235,1.00000,0.00211,0.00004,0.00235
28.00000,-0.05100,0.99999,0.00205,0.00008,0.00316,0.99999,0.00205,0.00008,0.00316
29.00000,-0.04100,0.99999,0.00213,0.00002,0.00430,0.99999,0.00213,0.00002,0.00430
30.00000,-0.03100,0.99998,0.00213,0.00002,0.00542,0.99998,0.00213,0.00002,0.00542
31.00000,-0.02100,0.99998,0.00213,0.00008,0.00642,0.99998,0.00213,0.00008,0.00642
32.00000,-0.01100,0.99997,0.00215,0.00015,0.00738,0.99997,0.00215,0.00015,0.00738
33.00000,-0.00100,0.99996,0.00216,0.00025,0.00840,0.99996,0.00216,0.00025,0.00840
34.00000,0.00900,0.99995,0.00218,0.00034,0.00948,0.99995,0.00218,0.00034,0.00948
35.00000,0.01900,0.99994,0.00223,0.00039,0.01066,0.99994,0.00223,0.00039,0.01066
36.00000,0.02900,0.99993,0.00230,0.00036,0.01192,0.99993,0.00230,0.00036,0.01192
37.00000,0.03900,0.99991,0.00244,0.00029,0.01339,0.99991,0.00244,0.00029,0.01339
38.00000,0.04900,0.99989,0.00260,0.00018,0.01482,0.99989,0.00260,0.00018,0.01482
39.00000,0.05900,0.99987,0.00281,0.00005,0.01614,0.99987,0.00281,0.00005,0.01614
40.00000,0.06900,0.99984,0.00302,-0.00007,0.01744,0.99984,0.00302,-0.00007,0.01744
41.00000,0.07900,0.99982,0.00329,-0.00016,0.01884,0.99982,0.00329,-0.00016,0.01884
42.00000,0.08900,0.99979,0.00354,-0.00028,0.02041,0.99979,0.00354,-0.00028,0.02041
43.00000,0.09900,0.99975,0.00378,-0.00047,0.02199,0.99975,0.00378,-0.00047,0.02199
44.00000,0.10900,0.99971,0.00404,-0.00072,0.02364,0.99971,0.00404,-0.00072,0.02364
45.00000,0.11900,0.99967,0.00430,-0.00102,0.02535,0.99967,0.00430,-0.00102,0.02535
46.00000,0.12900,0.99962,0.00458,-0.00138,0.02712,0.99962,0.00458,-0.00138,0.02712
47.00000,0.13900,0.99957,0.00483,-0.00178,0.02891,0.99957,0.00483,-0.00178,0.02891
48.00000,0.14900,0.99951,0.00509,-0.00223,0.03076,0.99951,0.00509,-0.00223,0.03076
49.00000,0.15900,0.99945,0.00532,-0.00271,0.03269,0.99945,0.00532,-0.00271,0.03269
50.00000,0.16900,0.99938,0.00549,-0.00321,0.03472,0.99938,0.00549,-0.00321,0.03472
51.00000,0.17900,0.99930,0.00558,-0.00371,0.03682,0.99930,0.00558,-0.00371,0.03682
52.00000,0.18900,0.99921,0.00559,-0.00422,0.03900,0.99921,0.00559,-0.00422,0.03900
53.00000,0.19900,0.99912,0.00550,-0.00474,0.04125,0.99912,0.00550,-0.00474,0.04125
54.00000,0.20900,0.99902,0.00530,-0.00526,0.04354,0.99902,0.00530,-0.00526,0.04354
55.00000,0.21900,0.99892,0.00498,-0.00576,0.04587,0.99892,0.00498,-0.00576,0.04587
56.00000,0.22900,0.99880,0.00456,-0.00625,0.04827,0.99880,0.00456,-0.00625,0.04827
57.00000,0.23900,0.99868,0.00406,-0.00672,0.05073,0.99868,0.00406,-0.00672,0.05073
58.00000,0.24900,0.99855,0.00349,-0.00718,0.05322,0.99855,0.00349,-0.00718,0.05322
59.00000,0.25900,0.99840,0.00295,-0.00765,0.05589,0.99840,0.00295,-0.00765,0.05589
60.00000,0.26900,0.99824,0.00244,-0.00820,0.05873,0.99824,0.00244,-0.00820,0.05873
61.00000,0.27900,0.99805,0.00196,-0.00881,0.06180,0.99805,0.00196,-0.00881,0.06180
62.00000,0.28900,0.99783,0.00149,-0.00945,0.06508,0.99783,0.00149,-0.00945,0.06508
63.00000,0.29900,0.99759,0.00102,-0.01011,0.06858,0.99759,0.00102,-0.01011,0.06858
64.00000,0.30900,0.99733,0.00054,-0.01076,0.07224,0.99733,0.00054,-0.01076,0.07224
65.00000,0.31900,0.99704,0.00005,-0.01139,0.07603,0.99704,0.00005,-0.01139,0.07603
66.00000,0.32900,0.99672,-0.00048,-0.01199,0.07999,0.99672,-0.00048,-0.01199,0.07999
67.00000,0.33900,0.99638,-0.00108,-0.01257,0.08412,0.99638,-0.00108,-0.01257,0.08412
68.00000,0.34900,0.99599,-0.00174,-0.01311,0.08844,0.99599,-0.00174,-0.01311,0.08844
69.00000,0.35900,0.99558,-0.00247,-0.01363,0.09291,0.99558,-0.00247,-0.01363,0.09291
70.00000,0.36900,0.99513,-0.00329,-0.01412,0.09755,0.99513,-0.00329,-0.01412,0.09755
71.00000,0.37900,0.99463,-0.00420,-0.01458,0.10240,0.99463,-0.00420,-0.01458,0.10240
72.00000,0.38900,0.99408,-0.00519,-0.01497,0.10748,0.99408,-0.00519,-0.01497,0.10748
73.00000,0.39900,0.99350,-0.00625,-0.01530,0.11264,0.99350,-0.00625,-0.01530,0.11264
74.00000,0.40900,0.99288,-0.00736,-0.01558,0.11783,0.99288,-0.00736,-0.01558,0.11783
75.00000,0.41900,0.99224,-0.00850,-0.01584,0.12305,0.99224,-0.00850,-0.01584,0.12305
76.00000,0.42900,0.99156,-0.00964,-0.01608,0.12830,0.99156,-0.00964,-0.01608,0.12830
77.00000,0.43900,0.99084,-0.01077,-0.01630,0.13363,0.99084,-0.01077,-0.01630,0.13363
78.00000,0.44900,0.99008,-0.01187,-0.01649,0.13903,0.99008,-0.01187,-0.01649,0.13903
79.00000,0.45900,0.98928,-0.01294,-0.01662,0.14454,0.98928,-0.01294,-0.01662,0.14454
80.00000,0.46900,0.98841,-0.01397,-0.01666,0.15026,0.98841,-0.01397,-0.01666,0.15026
81.00000,0.47900,0.98746,-0.01493,-0.01663,0.15629,0.98746,-0.01493,-0.01663,0.15629
82.00000,0.48900,0.98643,-0.01580,-0.01653,0.16260,0.98643,-0.01580,-0.01653,0.16260
83.00000,0.49900,0.98532,-0.01656,-0.01634,0.16910,0.98532,-0.01656,-0.01634,0.16910
84.00000,0.50900,0.98415,-0.01719,-0.01604,0.17578,0.98415,-0.01719,-0.01604,0.17578
85.00000,0.51900,0.98290,-0.01770,-0.01564,0.18263,0.98290,-0.01770,-0.01564,0.18263
86.00000,0.52900,0.98158,-0.01813,-0.01515,0.18958,0.98158,-0.01813,-0.01515,0.18958
87.00000,0.53900,0.98020,-0.01847,-0.01459,0.19658,0.98020,-0.01847,-0.01459,0.19658
88.00000,0.54900,0.97877,-0.01870,-0.01395,0.20363,0.97877,-0.01870,-0.01395,0.20363
89.00000,0.55900,0.97727,-0.01883,-0.01324,0.21073,0.97727,-0.01883,-0.01324,0.21073
90.00000,0.56900,0.97571,-0.01883,-0.01247,0.21789,0.97571,-0.01883,-0.01247,0.21789
91.00000,0.57900,0.97408,-0.01868,-0.01163,0.22512,0.97408,-0.01868,-0.01163,0.22512
92.00000,0.58900,0.97238,-0.01838,-0.01071,0.23245,0.97238,-0.01838,-0.01071,0.23245
93.00000,0.59900,0.97058,-0.01797,-0.00970,0.23990,0.97058,-0.01797,-0.00970,0.23990
94.00000,0.60900,0.96870,-0.01747,-0.00865,0.24749,0.96870,-0.01747,-0.00865,0.24749
95.00000,0.61900,0.96669,-0.01687,-0.00760,0.25527,0.96669,-0.01687,-0.00760,0.25527
96.00000,0.62900,0.96456,-0.01623,-0.00660,0.26328,0.96456,-0.01623,-0.00660,0.26328
97.00000,0.63900,0.96231,-0.01561,-0.00566,0.27143,0.96231,-0.01561,-0.00566,0.27143
98.00000,0.64900,0.95997,-0.01499,-0.00480,0.27966,0.95997,-0.01499,-0.00480,0.27966
99.00000,0.65900,0.95751,-0.01433,-0.00398,0.28801,0.95751,-0.01433,-0.00398,0.28801
100.00000,0.66900,0.95494,-0.01369,-0.00322,0.29646,0.95494,-0.01369,-0.00322,0.29646
101.00000,0.67900,0.95225,-0.01305,-0.00252,0.30503,0.95225,-0.01305,-0.00252,0.30503
102.00000,0.68900,0.94942,-0.01243,-0.00189,0.31375,0.94942,-0.01243,-0.00189,0.31375
103.00000,0.69900,0.94644,-0.01185,-0.00132,0.32265,0.94644,-0.01185,-0.00132,0.32265
104.00000,0.70900,0.94333,-0.01132,-0.00084,0.33167,0.94333,-0.01132,-0.00084,0.33167
105.00000,0.71900,0.94010,-0.01090,-0.00047,0.34072,0.94010,-0.01090,-0.00047,0.34072
106.00000,0.72900,0.93677,-0.01056,-0.00021,0.34978,0.93677,-0.01056,-0.00021,0.34978
107.00000,0.73900,0.93333,-0.01032,-0.00009,0.35888,0.93333,-0.01032,-0.00009,0.35888
108.00000,0.74900,0.92976,-0.01017,-0.00012,0.36804,0.92976,-0.01017,-0.00012,0.36804
109.00000,0.75900,0.92605,-0.01014,-0.00027,0.37726,0.92605,-0.01014,-0.00027,0.37726
110.00000,0.76900,0.92223,-0.01025,-0.00051,0.38652,0.92223,-0.01025,-0.00051,0.38652
111.00000,0.77900,0.91826,-0.01048,-0.00080,0.39583,0.91826,-0.01048,-0.00080,0.39583
112.00000,0.78900,0.91419,-0.01086,-0.00114,0.40514,0.91419,-0.01086,-0.00114,0.40514
113.00000,0.79900,0.91004,-0.01135,-0.00155,0.41437,0.91004,-0.01135,-0.00155,0.41437
114.00000,0.80900,0.90582,-0.01190,-0.00202,0.42348,0.90582,-0.01190,-0.00202,0.42348
115.00000,0.81900,0.90156,-0.01250,-0.00256,0.43246,0.90156,-0.01250,-0.00256,0.43246
116.00000,0.82900,0.89722,-0.01314,-0.00308,0.44138,0.89722,-0.01314,-0.00308,0.44138
117.00000,0.83900,0.89277,-0.01377,-0.00356,0.45029,0.89277,-0.01377,-0.00356,0.45029
118.00000,0.84900,0.88822,-0.01438,-0.00399,0.45917,0.88822,-0.01438,-0.00399,0.45917
119.00000,0.85900,0.88357,-0.01494,-0.00433,0.46804,0.88357,-0.01494,-0.00433,0.46804
120.00000,0.86900,0.87880,-0.01546,-0.00461,0.47691,0.87880,-0.01546,-0.00461,0.47691
121.00000,0.87900,0.87391,-0.01594,-0.00483,0.48580,0.87391,-0.01594,-0.00483,0.48580
122.00000,0.88900,0.86890,-0.01637,-0.00500,0.49469,0.86890,-0.01637,-0.00500,0.49469
123.00000,0.89900,0.86377,-0.01673,-0.00513,0.50357,0.86377,-0.01673,-0.00513,0.50357
124.00000,0.90900,0.85854,-0.01700,-0.00521,0.51245,0.85854,-0.01700,-0.00521,0.51245
125.00000,0.91900,0.85321,-0.01716,-0.00521,0.52126,0.85321,-0.01716,-0.00521,0.52126
126.00000,0.92900,0.84776,-0.01720,-0.00514,0.53008,0.84776,-0.01720,-0.00514,0.53008
127.00000,0.93900,0.84220,-0.01711,-0.00501,0.53888,0.84220,-0.01711,-0.00501,0.53888
128.00000,0.94900,0.83655,-0.01689,-0.00482,0.54760,0.83655,-0.01689,-0.00482,0.54760
129.00000,0.95900,0.83083,-0.01656,-0.00461,0.55626,0.83083,-0.01656,-0.00461,0.55626
130.00000,0.96900,0.82500,-0.01615,-0.00444,0.56488,0.82500,-0.01615,-0.00444,0.56488
131.00000,0.97900,0.81906,-0.01567,-0.00429,0.57347,0.81906,-0.01567,-0.00429,0.57347
132.00000,0.98900,0.81305,-0.01512,-0.00414,0.58198,0.81305,-0.01512,-0.00414,0.58198
133.00000,0.99900,0.80697,-0.01449,-0.00398,0.59041,0.80697,-0.01449,-0.00398,0.59041
134.00000,1.00900,0.80079,-0.01382,-0.00379,0.59877,0.80079,-0.01382,-0.00379,0.59877
135.00000,1.01900,0.79451,-0.01313,-0.00359,0.60710,0.79451,-0.01313,-0.00359,0.60710
136.00000,1.02900,0.78811,-0.01245,-0.00343,0.61540,0.78811,-0.01245,-0.00343,0.61540
137.00000,1.03900,0.78158,-0.01178,-0.00332,0.62369,0.78158,-0.01178,-0.00332,0.62369
138.00000,1.04900,0.77493,-0.01117,-0.00326,0.63194,0.77493,-0.01117,-0.00326,0.63194
139.00000,1.05900,0.76816,-0.01063,-0.00325,0.64016,0.76816,-0.01063,-0.00325,0.64016
140.00000,1.06900,0.76127,-0.01018,-0.00330,0.64835,0.76127,-0.01018,-0.00330,0.64835
141.00000,1.07900,0.75428,-0.00983,-0.00339,0.65647,0.75428,-0.00983,-0.00339,0.65647
142.00000,1.08900,0.74719,-0.00959,-0.00351,0.66453,0.74719,-0.00959,-0.00351,0.66453
143.00000,1.09900,0.74000,-0.00946,-0.00364,0.67253,0.74000,-0.00946,-0.00364,0.67253
144.00000,1.10900,0.73270,-0.00944,-0.00378,0.68048,0.73270,-0.00944,-0.00378,0.68048
145.00000,1.11900,0.72532,-0.00952,-0.00391,0.68834,0.72532,-0.00952,-0.00391,0.68834
146.00000,1.12900,0.71786,-0.00970,-0.00403,0.69611,0.71786,-0.00970,-0.00403,0.69611
147.00000,1.13900,0.71029,-0.00996,-0.00411,0.70383,0.71029,-0.00996,-0.00411,0.70383
148.00000,1.14900,0.70260,-0.01030,-0.00416,0.71150,0.70260,-0.01030,-0.00416,0.71150
149.00000,1.15900,0.69481,-0.01070,-0.00422,0.71910,0.69481,-0.01070,-0.00422,0.71910
150.00000,1.16900,0.68697,-0.01114,-0.00428,0.72658,0.68697,-0.01114,-0.00428,0.72658
151.00000,1.17900,0.67912,-0.01160,-0.00434,0.73392,0.67912,-0.01160,-0.00434,0.73392
152.00000,1.18900,0.67125,-0.01207,-0.00437,0.74112,0.67125,-0.01207,-0.00437,0.74112
153.00000,1.19900,0.66339,-0.01252,-0.00434,0.74815,0.66339,-0.01252,-0.00434,0.74815
154.00000,1.20900,0.65555,-0.01292,-0.00424,0.75503,0.65555,-0.01292,-0.00424,0.75503
155.00000,1.21900,0.64775,-0.01327,-0.00407,0.76173,0.64775,-0.01327,-0.00407,0.76173
156.00000,1.22900,0.63996,-0.01354,-0.00379,0.76828,0.63996,-0.01354,-0.00379,0.76828
157.00000,1.23900,0.63215,-0.01366,-0.00338,0.77472,0.63215,-0.01366,-0.00338,0.77472
158.00000,1.24900,0.62432,-0.01364,-0.00287,0.78104,0.62432,-0.01364,-0.00287,0.78104
159.00000,1.25900,0.61650,-0.01347,-0.00225,0.78724,0.61650,-0.01347,-0.00225,0.78724
160.00000,1.26900,0.60865,-0.01319,-0.00157,0.79333,0.60865,-0.01319,-0.00157,0.79333
161.00000,1.27900,0.60074,-0.01279,-0.00083,0.79934,0.60074,-0.01279,-0.00083,0.79934
162.00000,1.28900,0.59282,-0.01233,-0.00007,0.80524,0.59282,-0.01233,-0.00007,0.80524
163.00000,1.29900,0.58486,-0.01183,0.00065,0.81105,0.58486,-0.01183,0.00065,0.81105
164.00000,1.30900,0.57685,-0.01132,0.00128,0.81677,0.57685,-0.01132,0.00128,0.81677
165.00000,1.31900,0.56876,-0.01084,0.00180,0.82243,0.56876,-0.01084,0.00180,0.82243
166.00000,1.32900,0.56060,-0.01041,0.00221,0.82802,0.56060,-0.01041,0.00221,0.82802
167.00000,1.33900,0.55243,-0.01005,0.00249,0.83349,0.55243,-0.01005,0.00249,0.83349
168.00000,1.34900,0.54424,-0.00970,0.00267,0.83887,0.54424,-0.00970,0.00267,0.83887
169.00000,1.35900,0.53600,-0.00939,0.00273,0.84416,0.53600,-0.00939,0.00273,0.84416
170.00000,1.36900,0.52770,-0.00912,0.00267,0.84938,0.52770,-0.00912,0.00267,0.84938
171.00000,1.37900,0.51937,-0.00888,0.00247,0.85450,0.51937,-0.00888,0.00247,0.85450
172.00000,1.38900,0.51105,-0.00867,0.00214,0.85950,0.51105,-0.00867,0.00214,0.85950
173.00000,1.39900,0.50276,-0.00849,0.00174,0.86438,0.50276,-0.00849,0.00174,0.86438
174.00000,1.40900,0.49447,-0.00834,0.00133,0.86915,0.49447,-0.00834,0.00133,0.86915
175.00000,1.41900,0.48617,-0.00822,0.00096,0.87382,0.48617,-0.00822,0.00096,0.87382
176.00000,1.42900,0.47791,-0.00812,0.00066,0.87837,0.47791,-0.00812,0.00066,0.87837
177.00000,1.43900,0.46961,-0.00803,0.00043,0.88284,0.46961,-0.00803,0.00043,0.88284
178.00000,1.44900,0.46128,-0.00797,0.00027,0.88722,0.46128,-0.00797,0.00027,0.88722
179.00000,1.45900,0.45295,-0.00794,0.00019,0.89150,0.45295,-0.00794,0.00019,0.89150
180.00000,1.46900,0.44459,-0.00798,0.00016,0.89570,0.44459,-0.00798,0.00016,0.89570
181.00000,1.47900,0.43618,-0.00805,0.00018,0.89982,0.43618,-0.00805,0.00018,0.89982
182.00000,1.48900,0.42773,-0.00812,0.00018,0.90387,0.42773,-0.00812,0.00018,0.90387
183.00000,1.49900,0.41923,-0.00822,0.00016,0.90784,0.41923,-0.00822,0.00016,0.90784
184.00000,1.50900,0.41072,-0.00832,0.00011,0.91173,0.41072,-0.00832,0.00011,0.91173
185.00000,1.51900,0.40216,-0.00843,0.00006,0.91553,0.40216,-0.00843,0.00006,0.91553
186.00000,1.52900,0.39357,-0.00854,0.00004,0.91926,0.39357,-0.00854,0.00004,0.91926
187.00000,1.53900,0.38494,-0.00866,0.00002,0.92290,0.38494,-0.00866,0.00002,0.92290
188.00000,1.54900,0.37630,-0.00877,0.00003,0.92646,0.37630,-0.00877,0.00003,0.92646
189.00000,1.55900,0.36761,-0.00887,0.00007,0.92994,0.36761,-0.00887,0.00007,0.92994
190.00000,1.56900,0.35887,-0.00895,0.00014,0.93334,0.35887,-0.00895,0.00014,0.93334
191.00000,1.57900,0.35009,-0.00906,0.00025,0.93667,0.35009,-0.00906,0.00025,0.93667
192.00000,1.58900,0.34127,-0.00919,0.00039,0.93992,0.34127,-0.00919,0.00039,0.93992
193.00000,1.59900,0.33244,-0.00932,0.00055,0.94308,0.33244,-0.00932,0.00055,0.94308
194.00000,1.60900,0.32360,-0.00946,0.00074,0.94615,0.32360,-0.00946,0.00074,0.94615
195.00000,1.61900,0.31472,-0.00961,0.00093,0.94914,0.31472,-0.00961,0.00093,0.94914
196.00000,1.62900,0.30580,-0.00977,0.00111,0.95205,0.30580,-0.00977,0.00111,0.95205
197.00000,1.63900,0.29684,-0.00995,0.00127,0.95487,0.29684,-0.00995,0.00127,0.95487
198.00000,1.64900,0.28785,-0.01010,0.00141,0.95762,0.28785,-0.01010,0.00141,0.95762
199.00000,1.65900,0.27889,-0.01021,0.00156,0.96027,0.27889,-0.01021,0.00156,0.96027
200.00000,1.66900,0.26997,-0.01030,0.00172,0.96281,0.26997,-0.01030,0.00172,0.96281
201.00000,1.67900,0.26105,-0.01035,0.00186,0.96527,0.26105,-0.01035,0.00186,0.96527
202.00000,1.68900,0.25213,-0.01033,0.00200,0.96763,0.25213,-0.01033,0.00200,0.96763
203.00000,1.69900,0.24323,-0.01025,0.00219,0.96991,0.24323,-0.01025,0.00219,0.96991
204.00000,1.70900,0.23435,-0.01010,0.00241,0.97210,0.23435,-0.01010,0.00241,0.97210
205.00000,1.71900,0.22547,-0.00988,0.00265,0.97420,0.22547,-0.00988,0.00265,0.97420
206.00000,1.72900,0.21654,-0.00962,0.00290,0.97622,0.21654,-0.00962,0.00290,0.97622
207.00000,1.73900,0.20760,-0.00930,0.00314,0.97816,0.20760,-0.00930,0.00314,0.97816
208.00000,1.74900,0.19865,-0.00891,0.00338,0.98002,0.19865,-0.00891,0.00338,0.98002
209.00000,1.75900,0.18964,-0.00850,0.00360,0.98181,0.18964,-0.00850,0.00360,0.98181
210.00000,1.76900,0.18059,-0.00807,0.00379,0.98352,0.18059,-0.00807,0.00379,0.98352
211.00000,1.77900,0.17154,-0.00764,0.00397,0.98514,0.17154,-0.00764,0.00397,0.98514
212.00000,1.78900,0.16250,-0.00721,0.00414,0.98667,0.16250,-0.00721,0.00414,0.98667
213.00000,1.79900,0.15342,-0.00678,0.00431,0.98813,0.15342,-0.00678,0.00431,0.98813
214.00000,1.80900,0.14431,-0.00634,0.00447,0.98950,0.14431,-0.00634,0.00447,0.98950
215.00000,1.81900,0.13520,-0.00591,0.00461,0.99079,0.13520,-0.00591,0.00461,0.99079
216.00000,1.82900,0.12609,-0.00549,0.00476,0.99199,0.12609,-0.00549,0.00476,0.99199
217.00000,1.83900,0.11699,-0.00508,0.00492,0.99311,0.11699,-0.00508,0.00492,0.99311
218.00000,1.84900,0.10789,-0.00468,0.00508,0.99414,0.10789,-0.00468,0.00508,0.99414
219.00000,1.85900,0.09878,-0.00432,0.00526,0.99509,0.09878,-0.00432,0.00526,0.99509
220.00000,1.86900,0.08971,-0.00397,0.00544,0.99595,0.08971,-0.00397,0.00544,0.99595
221.00000,1.87900,0.08067,-0.00359,0.00558,0.99672,0.08067,-0.00359,0.00558,0.99672
222.00000,1.88900,0.07164,-0.00316,0.00570,0.99741,0.07164,-0.00316,0.00570,0.99741
223.00000,1.89900,0.06266,-0.00273,0.00579,0.99801,0.06266,-0.00273,0.00579,0.99801
224.00000,1.90900,0.05373,-0.00232,0.00589,0.99854,0.05373,-0.00232,0.00589,0.99854
225.00000,1.91900,0.04481,-0.00192,0.00597,0.99898,0.04481,-0.00192,0.00597,0.99898
226.00000,1.92900,0.03586,-0.00151,0.00603,0.99934,0.03586,-0.00151,0.00603,0.99934
227.00000,1.93900,0.02690,-0.00112,0.00606,0.99962,0.02690,-0.00112,0.00606,0.99962
228.00000,1.94900,0.01795,-0.00076,0.00607,0.99982,0.01795,-0.00076,0.00607,0.99982
229.00000,1.95900,0.00898,-0.00044,0.00608,0.99994,0.00898,-0.00044,0.00608,0.99994
230.00000,1.96900,-0.00001,-0.00017,0.00608,0.99998,-0.00001,-0.00017,0.00608,0.99998
231.00000,1.97900,-0.00904,0.00005,0.00608,0.99994,-0.00904,0.00005,0.00608,0.99994
232.00000,1.98900,-0.01807,0.00023,0.00606,0.99982,-0.01807,0.00023,0.00606,0.99982
233.00000,1.99900,-0.02710,0.00033,0.00601,0.99961,-0.02710,0.00033,0.00601,0.99961
234.00000,2.00900,-0.03611,0.00038,0.00593,0.99933,-0.03611,0.00038,0.00593,0.99933
235.00000,2.01900,-0.04512,0.00040,0.00581,0.99896,-0.04512,0.00040,0.00581,0.99896
236.00000,2.02900,-0.05409,0.00038,0.00568,0.99852,-0.05409,0.00038,0.00568,0.99852
237.00000,2.03900,-0.06306,0.00031,0.00554,0.99799,-0.06306,0.00031,0.00554,0.99799
238.00000,2.04900,-0.07203,0.00023,0.00541,0.99739,-0.07203,0.00023,0.00541,0.99739
239.00000,2.05900,-0.08097,0.00011,0.00529,0.99670,-0.08097,0.00011,0.00529,0.99670
240.00000,2.06900,-0.08987,-0.00003,0.00525,0.99594,-0.08987,-0.00003,0.00525,0.99594
241.00000,2.07900,-0.09868,-0.00017,0.00527,0.99511,-0.09868,-0.00017,0.00527,0.99511
242.00000,2.08900,-0.10738,-0.00032,0.00534,0.99420,-0.10738,-0.00032,0.00534,0.99420
243.00000,2.09900,-0.11601,-0.00048,0.00550,0.99323,-0.11601,-0.00048,0.00550,0.99323
244.00000,2.10900,-0.12457,-0.00064,0.00574,0.99219,-0.12457,-0.00064,0.00574,0.99219
245.00000,2.11900,-0.13305,-0.00080,0.00605,0.99109,-0.13305,-0.00080,0.00605,0.99109
246.00000,2.12900,-0.14141,-0.00094,0.00645,0.98993,-0.14141,-0.00094,0.00645,0.98993
247.00000,2.13900,-0.14971,-0.00106,0.00692,0.98871,-0.14971,-0.00106,0.00692,0.98871
248.00000,2.14900,-0.15798,-0.00113,0.00746,0.98741,-0.15798,-0.00113,0.00746,0.98741
249.00000,2.15900,-0.16624,-0.00118,0.00805,0.98605,-0.16624,-0.00118,0.00805,0.98605
250.00000,2.16900,-0.17447,-0.00120,0.00869,0.98462,-0.17447,-0.00120,0.00869,0.98462
251.00000,2.17900,-0.18267,-0.00120,0.00939,0.98313,-0.18267,-0.00120,0.00939,0.98313
252.00000,2.18900,-0.19083,-0.00116,0.01014,0.98157,-0.19083,-0.00116,0.01014,0.98157
253.00000,2.19900,-0.19894,-0.00109,0.01090,0.97995,-0.19894,-0.00109,0.01090,0.97995
254.00000,2.20900,-0.20703,-0.00097,0.01167,0.97826,-0.20703,-0.00097,0.01167,0.97826
255.00000,2.21900,-0.21510,-0.00080,0.01246,0.97651,-0.21510,-0.00080,0.01246,0.97651
256.00000,2.22900,-0.22321,-0.00061,0.01325,0.97468,-0.22321,-0.00061,0.01325,0.97468
257.00000,2.23900,-0.23139,-0.00040,0.01401,0.97276,-0.23139,-0.00040,0.01401,0.97276
258.00000,2.24900,-0.23962,-0.00015,0.01470,0.97075,-0.23962,-0.00015,0.01470,0.97075
259.00000,2.25900,-0.24789,0.00016,0.01532,0.96867,-0.24789,0.00016,0.01532,0.96867
260.00000,2.26900,-0.25619,0.00051,0.01589,0.96650,-0.25619,0.00051,0.01589,0.96650
261.00000,2.27900,-0.26448,0.00091,0.01639,0.96425,-0.26448,0.00091,0.01639,0.96425
262.00000,2.28900,-0.27277,0.00135,0.01681,0.96193,-0.27277,0.00135,0.01681,0.96193
263.00000,2.29900,-0.28104,0.00181,0.01713,0.95954,-0.28104,0.00181,0.01713,0.95954
