,ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated,q0_raw,q1_raw,q2_raw,q3_raw
0,-0.331,1,0.00007,0.00006,-0.00001,1,0.00007,0.00006,-0.00001
1,-0.321,1,0.00016,0.00013,-0.00002,1,0.00016,0.00013,-0.00002
2,-0.311,1,0.00024,0.0002,-0.00002,1,0.00024,0.0002,-0.00002
3,-0.301,1,0.00031,0.00026,-0.00003,1,0.00031,0.00026,-0.00003
4,-0.291,1,0.00039,0.00032,-0.00003,1,0.00039,0.00032,-0.00003
5,-0.281,1,0.00047,0.00038,-0.00004,1,0.00047,0.00038,-0.00004
6,-0.271,1,0.00056,0.00045,-0.00005,1,0.00056,0.00045,-0.00005
7,-0.261,1,0.00064,0.00052,-0.00006,1,0.00064,0.00052,-0.00006
8,-0.251,1,0.00073,0.00058,-0.00007,1,0.00073,0.00058,-0.00007
9,-0.241,1,0.00081,0.00064,-0.00009,1,0.00081,0.00064,-0.00009
10,-0.231,1,0.0009,0.00071,-0.0001,1,0.0009,0.00071,-0.0001
11,-0.221,1,0.00098,0.00078,-0.00011,1,0.00098,0.00078,-0.00011
12,-0.211,1,0.00106,0.00084,-0.00012,1,0.00106,0.00084,-0.00012
13,-0.201,1,0.00114,0.0009,-0.00013,1,0.00114,0.0009,-0.00013
14,-0.191,1,0.00122,0.00097,-0.00014,1,0.00122,0.00097,-0.00014
15,-0.181,1,0.00131,0.00103,-0.00014,1,0.00131,0.00103,-0.00014
16,-0.171,1,0.00139,0.0011,-0.00015,1,0.00139,0.0011,-0.00015
17,-0.161,1,0.00147,0.00117,-0.00015,1,0.00147,0.00117,-0.00015
18,-0.151,1,0.00155,0.00123,-0.00015,1,0.00155,0.00123,-0.00015
19,-0.141,1,0.00163,0.00129,-0.00016,1,0.00163,0.00129,-0.00016
20,-0.131,1,0.0017,0.00136,-0.00016,1,0.0017,0.00136,-0.00016
21,-0.121,1,0.00178,0.00142,-0.00017,1,0.00178,0.00142,-0.00017
22,-0.111,1,0.00186,0.00148,-0.00018,1,0.00186,0.00148,-0.00018
23,-0.101,1,0.00193,0.00154,-0.00018,1,0.00193,0.00154,-0.00018
24,-0.091,1,0.002,0.00155,-0.0002,1,0.002,0.00155,-0.0002
25,-0.081,1,0.00208,0.00168,-0.00022,1,0.00208,0.00168,-0.00022
26,-0.071,1,0.00211,0.00192,-0.00015,1,0.00211,0.00192,-0.00015
27,-0.061,1,0.00211,0.00235,-0.00004,1,0.00211,0.00235,-0.00004
28,-0.051,0.99999,0.00205,0.00316,-0.00008,0.99999,0.00205,0.00316,-0.00008
29,-0.041,0.99999,0.00213,0.0043,-0.00002,0.99999,0.00213,0.0043,-0.00002
30,-0.031,0.99998,0.00213,0.00542,-0.00002,0.99998,0.00213,0.00542,-0.00002
31,-0.021,0.99998,0.00213,0.00642,-0.00008,0.99998,0.00213,0.00642,-0.00008
32,-0.011,0.99997,0.00215,0.00738,-0.00015,0.99997,0.00215,0.00738,-0.00015
33,-0.001,0.99996,0.00216,0.0084,-0.00025,0.99996,0.00216,0.0084,-0.00025
34,0.009,0.99995,0.00218,0.00948,-0.00034,0.99995,0.00218,0.00948,-0.00034
35,0.019,0.99994,0.00223,0.01066,-0.00039,0.99994,0.00223,0.01066,-0.00039
36,0.029,0.99993,0.0023,0.01192,-0.00036,0.99993,0.0023,0.01192,-0.00036
37,0.039,0.99991,0.00244,0.01339,-0.00029,0.99991,0.00244,0.01339,-0.00029
38,0.049,0.99989,0.0026,0.01482,-0.00018,0.99989,0.0026,0.01482,-0.00018
39,0.059,0.99987,0.00281,0.01614,-0.00005,0.99987,0.00281,0.01614,-0.00005
40,0.069,0.99984,0.00302,0.01744,0.00007,0.99984,0.00302,0.01744,0.00007
41,0.079,0.99982,0.00329,0.01884,0.00016,0.99982,0.00329,0.01884,0.00016
42,0.089,0.99979,0.00354,0.02041,0.00028,0.99979,0.00354,0.02041,0.00028
43,0.099,0.99975,0.00378,0.02199,0.00047,0.99975,0.00378,0.02199,0.00047
44,0.109,0.99971,0.00404,0.02364,0.00072,0.99971,0.00404,0.02364,0.00072
45,0.119,0.99967,0.0043,0.02535,0.00102,0.99967,0.0043,0.02535,0.00102
46,0.129,0.99962,0.00458,0.02712,0.00138,0.99962,0.00458,0.02712,0.00138
47,0.139,0.99957,0.00483,0.02891,0.00178,0.99957,0.00483,0.02891,0.00178
48,0.149,0.99951,0.00509,0.03076,0.00223,0.99951,0.00509,0.03076,0.00223
49,0.159,0.99945,0.00532,0.03269,0.00271,0.99945,0.00532,0.03269,0.00271
50,0.169,0.99938,0.00549,0.03472,0.00321,0.99938,0.00549,0.03472,0.00321
51,0.179,0.9993,0.00558,0.03682,0.00371,0.9993,0.00558,0.03682,0.00371
52,0.189,0.99921,0.00559,0.039,0.00422,0.99921,0.00559,0.039,0.00422
53,0.199,0.99912,0.0055,0.04125,0.00474,0.99912,0.0055,0.04125,0.00474
54,0.209,0.99902,0.0053,0.04354,0.00526,0.99902,0.0053,0.04354,0.00526
55,0.219,0.99892,0.00498,0.04587,0.00576,0.99892,0.00498,0.04587,0.00576
56,0.229,0.9988,0.00456,0.04827,0.00625,0.9988,0.00456,0.04827,0.00625
57,0.239,0.99868,0.00406,0.05073,0.00672,0.99868,0.00406,0.05073,0.00672
58,0.249,0.99855,0.00349,0.05322,0.00718,0.99855,0.00349,0.05322,0.00718
59,0.259,0.9984,0.00295,0.05589,0.00765,0.9984,0.00295,0.05589,0.00765
60,0.269,0.99824,0.00244,0.05873,0.0082,0.99824,0.00244,0.05873,0.0082
61,0.279,0.99805,0.00196,0.0618,0.00881,0.99805,0.00196,0.0618,0.00881
62,0.289,0.99783,0.00149,0.06508,0.00945,0.99783,0.00149,0.06508,0.00945
63,0.299,0.99759,0.00102,0.06858,0.01011,0.99759,0.00102,0.06858,0.01011
64,0.309,0.99733,0.00054,0.07224,0.01076,0.99733,0.00054,0.07224,0.01076
65,0.319,0.99704,0.00005,0.07603,0.01139,0.99704,0.00005,0.07603,0.01139
66,0.329,0.99672,-0.00048,0.07999,0.01199,0.99672,-0.00048,0.07999,0.01199
67,0.339,0.99638,-0.00108,0.08412,0.01257,0.99638,-0.00108,0.08412,0.01257
68,0.349,0.99599,-0.00174,0.08844,0.01311,0.99599,-0.00174,0.08844,0.01311
69,0.359,0.99558,-0.00247,0.09291,0.01363,0.99558,-0.00247,0.09291,0.01363
70,0.369,0.99513,-0.00329,0.09755,0.01412,0.99513,-0.00329,0.09755,0.01412
71,0.379,0.99463,-0.0042,0.1024,0.01458,0.99463,-0.0042,0.1024,0.01458
72,0.389,0.99408,-0.00519,0.10748,0.01497,0.99408,-0.00519,0.10748,0.01497
73,0.399,0.9935,-0.00625,0.11264,0.0153,0.9935,-0.00625,0.11264,0.0153
74,0.409,0.99288,-0.00736,0.11783,0.01558,0.99288,-0.00736,0.11783,0.01558
75,0.419,0.99224,-0.0085,0.12305,0.01584,0.99224,-0.0085,0.12305,0.01584
76,0.429,0.99156,-0.00964,0.1283,0.01608,0.99156,-0.00964,0.1283,0.01608
77,0.439,0.99084,-0.01077,0.13363,0.0163,0.99084,-0.01077,0.13363,0.0163
78,0.449,0.99008,-0.01187,0.13903,0.01649,0.99008,-0.01187,0.13903,0.01649
79,0.459,0.98928,-0.01294,0.14454,0.01662,0.98928,-0.01294,0.14454,0.01662
80,0.469,0.98841,-0.01397,0.15026,0.01666,0.98841,-0.01397,0.15026,0.01666
81,0.479,0.98746,-0.01493,0.15629,0.01663,0.98746,-0.01493,0.15629,0.01663
82,0.489,0.98643,-0.0158,0.1626,0.01653,0.98643,-0.0158,0.1626,0.01653
83,0.499,0.98532,-0.01656,0.1691,0.01634,0.98532,-0.01656,0.1691,0.01634
84,0.509,0.98415,-0.01719,0.17578,0.01604,0.98415,-0.01719,0.17578,0.01604
85,0.519,0.9829,-0.0177,0.18263,0.01564,0.9829,-0.0177,0.18263,0.01564
86,0.529,0.98158,-0.01813,0.18958,0.01515,0.98158,-0.01813,0.18958,0.01515
87,0.539,0.9802,-0.01847,0.19658,0.01459,0.9802,-0.01847,0.19658,0.01459
88,0.549,0.97877,-0.0187,0.20363,0.01395,0.97877,-0.0187,0.20363,0.01395
89,0.559,0.97727,-0.01883,0.21073,0.01324,0.97727,-0.01883,0.21073,0.01324
90,0.569,0.97571,-0.01883,0.21789,0.01247,0.97571,-0.01883,0.21789,0.01247
91,0.579,0.97408,-0.01868,0.22512,0.01163,0.97408,-0.01868,0.22512,0.01163
92,0.589,0.97238,-0.01838,0.23245,0.01071,0.97238,-0.01838,0.23245,0.01071
93,0.599,0.97058,-0.01797,0.2399,0.0097,0.97058,-0.01797,0.2399,0.0097
94,0.609,0.9687,-0.01747,0.24749,0.00865,0.9687,-0.01747,0.24749,0.00865
95,0.619,0.96669,-0.01687,0.25527,0.0076,0.96669,-0.01687,0.25527,0.0076
96,0.629,0.96456,-0.01623,0.26328,0.0066,0.96456,-0.01623,0.26328,0.0066
97,0.639,0.96231,-0.01561,0.27143,0.00566,0.96231,-0.01561,0.27143,0.00566
98,0.649,0.95997,-0.01499,0.27966,0.0048,0.95997,-0.01499,0.27966,0.0048
99,0.659,0.95751,-0.01433,0.28801,0.00398,0.95751,-0.01433,0.28801,0.00398
100,0.669,0.95494,-0.01369,0.29646,0.00322,0.95494,-0.01369,0.29646,0.00322
101,0.679,0.95225,-0.01305,0.30503,0.00252,0.95225,-0.01305,0.30503,0.00252
102,0.689,0.94942,-0.01243,0.31375,0.00189,0.94942,-0.01243,0.31375,0.00189
103,0.699,0.94644,-0.01185,0.32265,0.00132,0.94644,-0.01185,0.32265,0.00132
104,0.709,0.94333,-0.01132,0.33167,0.00084,0.94333,-0.01132,0.33167,0.00084
105,0.719,0.9401,-0.0109,0.34072,0.00047,0.9401,-0.0109,0.34072,0.00047
106,0.729,0.93677,-0.01056,0.34978,0.00021,0.93677,-0.01056,0.34978,0.00021
107,0.739,0.93333,-0.01032,0.35888,0.00009,0.93333,-0.01032,0.35888,0.00009
108,0.749,0.92976,-0.01017,0.36804,0.00012,0.92976,-0.01017,0.36804,0.00012
109,0.759,0.92605,-0.01014,0.37726,0.00027,0.92605,-0.01014,0.37726,0.00027
110,0.769,0.92223,-0.01025,0.38652,0.00051,0.92223,-0.01025,0.38652,0.00051
111,0.779,0.91826,-0.01048,0.39583,0.0008,0.91826,-0.01048,0.39583,0.0008
112,0.789,0.91419,-0.01086,0.40514,0.00114,0.91419,-0.01086,0.40514,0.00114
113,0.799,0.91004,-0.01135,0.41437,0.00155,0.91004,-0.01135,0.41437,0.00155
114,0.809,0.90582,-0.0119,0.42348,0.00202,0.90582,-0.0119,0.42348,0.00202
115,0.819,0.90156,-0.0125,0.43246,0.00256,0.90156,-0.0125,0.43246,0.00256
116,0.829,0.89722,-0.01314,0.44138,0.00308,0.89722,-0.01314,0.44138,0.00308
117,0.839,0.89277,-0.01377,0.45029,0.00356,0.89277,-0.01377,0.45029,0.00356
118,0.849,0.88822,-0.01438,0.45917,0.00399,0.88822,-0.01438,0.45917,0.00399
119,0.859,0.88357,-0.01494,0.46804,0.00433,0.88357,-0.01494,0.46804,0.00433
120,0.869,0.8788,-0.01546,0.47691,0.00461,0.8788,-0.01546,0.47691,0.00461
121,0.879,0.87391,-0.01594,0.4858,0.00483,0.87391,-0.01594,0.4858,0.00483
122,0.889,0.8689,-0.01637,0.49469,0.005,0.8689,-0.01637,0.49469,0.005
123,0.899,0.86377,-0.01673,0.50357,0.00513,0.86377,-0.01673,0.50357,0.00513
124,0.909,0.85854,-0.017,0.51245,0.00521,0.85854,-0.017,0.51245,0.00521
125,0.919,0.85321,-0.01716,0.52126,0.00521,0.85321,-0.01716,0.52126,0.00521
126,0.929,0.84776,-0.0172,0.53008,0.00514,0.84776,-0.0172,0.53008,0.00514
127,0.939,0.8422,-0.01711,0.53888,0.00501,0.8422,-0.01711,0.53888,0.00501
128,0.949,0.83655,-0.01689,0.5476,0.00482,0.83655,-0.01689,0.5476,0.00482
129,0.959,0.83083,-0.01656,0.55626,0.00461,0.83083,-0.01656,0.55626,0.00461
130,0.969,0.825,-0.01615,0.56488,0.00444,0.825,-0.01615,0.56488,0.00444
131,0.979,0.81906,-0.01567,0.57347,0.00429,0.81906,-0.01567,0.57347,0.00429
132,0.989,0.81305,-0.01512,0.58198,0.00414,0.81305,-0.01512,0.58198,0.00414
133,0.999,0.80697,-0.01449,0.59041,0.00398,0.80697,-0.01449,0.59041,0.00398
134,1.009,0.80079,-0.01382,0.59877,0.00379,0.80079,-0.01382,0.59877,0.00379
135,1.019,0.79451,-0.01313,0.6071,0.00359,0.79451,-0.01313,0.6071,0.00359
136,1.029,0.78811,-0.01245,0.6154,0.00343,0.78811,-0.01245,0.6154,0.00343
137,1.039,0.78158,-0.01178,0.62369,0.00332,0.78158,-0.01178,0.62369,0.00332
138,1.049,0.77493,-0.01117,0.63194,0.00326,0.77493,-0.01117,0.63194,0.00326
139,1.059,0.76816,-0.01063,0.64016,0.00325,0.76816,-0.01063,0.64016,0.00325
140,1.069,0.76127,-0.01018,0.64835,0.0033,0.76127,-0.01018,0.64835,0.0033
141,1.079,0.75428,-0.00983,0.65647,0.00339,0.75428,-0.00983,0.65647,0.00339
142,1.089,0.74719,-0.00959,0.66453,0.00351,0.74719,-0.00959,0.66453,0.00351
143,1.099,0.74,-0.00946,0.67253,0.00364,0.74,-0.00946,0.67253,0.00364
144,1.109,0.7327,-0.00944,0.68048,0.00378,0.7327,-0.00944,0.68048,0.00378
145,1.119,0.72532,-0.00952,0.68834,0.00391,0.72532,-0.00952,0.68834,0.00391
146,1.129,0.71786,-0.0097,0.69611,0.00403,0.71786,-0.0097,0.69611,0.00403
147,1.139,0.71029,-0.00996,0.70383,0.00411,0.71029,-0.00996,0.70383,0.00411
148,1.149,0.7026,-0.0103,0.7115,0.00416,0.7026,-0.0103,0.7115,0.00416
149,1.159,0.69481,-0.0107,0.7191,0.00422,0.69481,-0.0107,0.7191,0.00422
150,1.169,0.68697,-0.01114,0.72658,0.00428,0.68697,-0.01114,0.72658,0.00428
151,1.179,0.67912,-0.0116,0.73392,0.00434,0.67912,-0.0116,0.73392,0.00434
152,1.189,0.67125,-0.01207,0.74112,0.00437,0.67125,-0.01207,0.74112,0.00437
153,1.199,0.66339,-0.01252,0.74815,0.00434,0.66339,-0.01252,0.74815,0.00434
154,1.209,0.65555,-0.01292,0.75503,0.00424,0.65555,-0.01292,0.75503,0.00424
155,1.219,0.64775,-0.01327,0.76173,0.00407,0.64775,-0.01327,0.76173,0.00407
156,1.229,0.63996,-0.01354,0.76828,0.00379,0.63996,-0.01354,0.76828,0.00379
157,1.239,0.63215,-0.01366,0.77472,0.00338,0.63215,-0.01366,0.77472,0.00338
158,1.249,0.62432,-0.01364,0.78104,0.00287,0.62432,-0.01364,0.78104,0.00287
159,1.259,0.6165,-0.01347,0.78724,0.00225,0.6165,-0.01347,0.78724,0.00225
160,1.269,0.60865,-0.01319,0.79333,0.00157,0.60865,-0.01319,0.79333,0.00157
161,1.279,0.60074,-0.01279,0.79934,0.00083,0.60074,-0.01279,0.79934,0.00083
162,1.289,0.59282,-0.01233,0.80524,0.00007,0.59282,-0.01233,0.80524,0.00007
163,1.299,0.58486,-0.01183,0.81105,-0.00065,0.58486,-0.01183,0.81105,-0.00065
164,1.309,0.57685,-0.01132,0.81677,-0.00128,0.57685,-0.01132,0.81677,-0.00128
165,1.319,0.56876,-0.01084,0.82243,-0.0018,0.56876,-0.01084,0.82243,-0.0018
166,1.329,0.5606,-0.01041,0.82802,-0.00221,0.5606,-0.01041,0.82802,-0.00221
167,1.339,0.55243,-0.01005,0.83349,-0.00249,0.55243,-0.01005,0.83349,-0.00249
168,1.349,0.54424,-0.0097,0.83887,-0.00267,0.54424,-0.0097,0.83887,-0.00267
169,1.359,0.536,-0.00939,0.84416,-0.00273,0.536,-0.00939,0.84416,-0.00273
170,1.369,0.5277,-0.00912,0.84938,-0.00267,0.5277,-0.00912,0.84938,-0.00267
171,1.379,0.51937,-0.00888,0.8545,-0.00247,0.51937,-0.00888,0.8545,-0.00247
172,1.389,0.51105,-0.00867,0.8595,-0.00214,0.51105,-0.00867,0.8595,-0.00214
173,1.399,0.50276,-0.00849,0.86438,-0.00174,0.50276,-0.00849,0.86438,-0.00174
174,1.409,0.49447,-0.00834,0.86915,-0.00133,0.49447,-0.00834,0.86915,-0.00133
175,1.419,0.48617,-0.00822,0.87382,-0.00096,0.48617,-0.00822,0.87382,-0.00096
176,1.429,0.47791,-0.00812,0.87837,-0.00066,0.47791,-0.00812,0.87837,-0.00066
177,1.439,0.46961,-0.00803,0.88284,-0.00043,0.46961,-0.00803,0.88284,-0.00043
178,1.449,0.46128,-0.00797,0.88722,-0.00027,0.46128,-0.00797,0.88722,-0.00027
179,1.459,0.45295,-0.00794,0.8915,-0.00019,0.45295,-0.00794,0.8915,-0.00019
180,1.469,0.44459,-0.00798,0.8957,-0.00016,0.44459,-0.00798,0.8957,-0.00016
181,1.479,0.43618,-0.00805,0.89982,-0.00018,0.43618,-0.00805,0.89982,-0.00018
182,1.489,0.42773,-0.00812,0.90387,-0.00018,0.42773,-0.00812,0.90387,-0.00018
183,1.499,0.41923,-0.00822,0.90784,-0.00016,0.41923,-0.00822,0.90784,-0.00016
184,1.509,0.41072,-0.00832,0.91173,-0.00011,0.41072,-0.00832,0.91173,-0.00011
185,1.519,0.40216,-0.00843,0.91553,-0.00006,0.40216,-0.00843,0.91553,-0.00006
186,1.529,0.39357,-0.00854,0.91926,-0.00004,0.39357,-0.00854,0.91926,-0.00004
187,1.539,0.38494,-0.00866,0.9229,-0.00002,0.38494,-0.00866,0.9229,-0.00002
188,1.549,0.3763,-0.00877,0.92646,-0.00003,0.3763,-0.00877,0.92646,-0.00003
189,1.559,0.36761,-0.00887,0.92994,-0.00007,0.36761,-0.00887,0.92994,-0.00007
190,1.569,0.35887,-0.00895,0.93334,-0.00014,0.35887,-0.00895,0.93334,-0.00014
191,1.579,0.35009,-0.00906,0.93667,-0.00025,0.35009,-0.00906,0.93667,-0.00025
192,1.589,0.34127,-0.00919,0.93992,-0.00039,0.34127,-0.00919,0.93992,-0.00039
193,1.599,0.33244,-0.00932,0.94308,-0.00055,0.33244,-0.00932,0.94308,-0.00055
194,1.609,0.3236,-0.00946,0.94615,-0.00074,0.3236,-0.00946,0.94615,-0.00074
195,1.619,0.31472,-0.00961,0.94914,-0.00093,0.31472,-0.00961,0.94914,-0.00093
196,1.629,0.3058,-0.00977,0.95205,-0.00111,0.3058,-0.00977,0.95205,-0.00111
197,1.639,0.29684,-0.00995,0.95487,-0.00127,0.29684,-0.00995,0.95487,-0.00127
198,1.649,0.28785,-0.0101,0.95762,-0.00141,0.28785,-0.0101,0.95762,-0.00141
199,1.659,0.27889,-0.01021,0.96027,-0.00156,0.27889,-0.01021,0.96027,-0.00156
200,1.669,0.26997,-0.0103,0.96281,-0.00172,0.26997,-0.0103,0.96281,-0.00172
201,1.679,0.26105,-0.01035,0.96527,-0.00186,0.26105,-0.01035,0.96527,-0.00186
202,1.689,0.25213,-0.01033,0.96763,-0.002,0.25213,-0.01033,0.96763,-0.002
203,1.699,0.24323,-0.01025,0.96991,-0.00219,0.24323,-0.01025,0.96991,-0.00219
204,1.709,0.23435,-0.0101,0.9721,-0.00241,0.23435,-0.0101,0.9721,-0.00241
205,1.719,0.22547,-0.00988,0.9742,-0.00265,0.22547,-0.00988,0.9742,-0.00265
206,1.729,0.21654,-0.00962,0.97622,-0.0029,0.21654,-0.00962,0.97622,-0.0029
207,1.739,0.2076,-0.0093,0.97816,-0.00314,0.2076,-0.0093,0.97816,-0.00314
208,1.749,0.19865,-0.00891,0.98002,-0.00338,0.19865,-0.00891,0.98002,-0.00338
209,1.759,0.18964,-0.0085,0.98181,-0.0036,0.18964,-0.0085,0.98181,-0.0036
210,1.769,0.18059,-0.00807,0.98352,-0.00379,0.18059,-0.00807,0.98352,-0.00379
211,1.779,0.17154,-0.00764,0.98514,-0.00397,0.17154,-0.00764,0.98514,-0.00397
212,1.789,0.1625,-0.00721,0.98667,-0.00414,0.1625,-0.00721,0.98667,-0.00414
213,1.799,0.15342,-0.00678,0.98813,-0.00431,0.15342,-0.00678,0.98813,-0.00431
214,1.809,0.14431,-0.00634,0.9895,-0.00447,0.14431,-0.00634,0.9895,-0.00447
215,1.819,0.1352,-0.00591,0.99079,-0.00461,0.1352,-0.00591,0.99079,-0.00461
216,1.829,0.12609,-0.00549,0.99199,-0.00476,0.12609,-0.00549,0.99199,-0.00476
217,1.839,0.11699,-0.00508,0.99311,-0.00492,0.11699,-0.00508,0.99311,-0.00492
218,1.849,0.10789,-0.00468,0.99414,-0.00508,0.10789,-0.00468,0.99414,-0.00508
219,1.859,0.09878,-0.00432,0.99509,-0.00526,0.09878,-0.00432,0.99509,-0.00526
220,1.869,0.08971,-0.00397,0.99595,-0.00544,0.08971,-0.00397,0.99595,-0.00544
221,1.879,0.08067,-0.00359,0.99672,-0.00558,0.08067,-0.00359,0.99672,-0.00558
222,1.889,0.07164,-0.00316,0.99741,-0.0057,0.07164,-0.00316,0.99741,-0.0057
223,1.899,0.06266,-0.00273,0.99801,-0.00579,0.06266,-0.00273,0.99801,-0.00579
224,1.909,0.05373,-0.00232,0.99854,-0.00589,0.05373,-0.00232,0.99854,-0.00589
225,1.919,0.04481,-0.00192,0.99898,-0.00597,0.04481,-0.00192,0.99898,-0.00597
226,1.929,0.03586,-0.00151,0.99934,-0.00603,0.03586,-0.00151,0.99934,-0.00603
227,1.939,0.0269,-0.00112,0.99962,-0.00606,0.0269,-0.00112,0.99962,-0.00606
228,1.949,0.01795,-0.00076,0.99982,-0.00607,0.01795,-0.00076,0.99982,-0.00607
229,1.959,0.00898,-0.00044,0.99994,-0.00608,0.00898,-0.00044,0.99994,-0.00608
230,1.969,-0.00001,-0.00017,0.99998,-0.00608,-0.00001,-0.00017,0.99998,-0.00608
231,1.979,-0.00904,0.00005,0.99994,-0.00608,-0.00904,0.00005,0.99994,-0.00608
232,1.989,-0.01807,0.00023,0.99982,-0.00606,-0.01807,0.00023,0.99982,-0.00606
233,1.999,-0.0271,0.00033,0.99961,-0.00601,-0.0271,0.00033,0.99961,-0.00601
234,2.009,-0.03611,0.00038,0.99933,-0.00593,-0.03611,0.00038,0.99933,-0.00593
235,2.019,-0.04512,0.0004,0.99896,-0.00581,-0.04512,0.0004,0.99896,-0.00581
236,2.029,-0.05409,0.00038,0.99852,-0.00568,-0.05409,0.00038,0.99852,-0.00568
237,2.039,-0.06306,0.00031,0.99799,-0.00554,-0.06306,0.00031,0.99799,-0.00554
238,2.049,-0.07203,0.00023,0.99739,-0.00541,-0.07203,0.00023,0.99739,-0.00541
239,2.059,-0.08097,0.00011,0.9967,-0.00529,-0.08097,0.00011,0.9967,-0.00529
240,2.069,-0.08987,-0.00003,0.99594,-0.00525,-0.08987,-0.00003,0.99594,-0.00525
241,2.079,-0.09868,-0.00017,0.99511,-0.00527,-0.09868,-0.00017,0.99511,-0.00527
242,2.089,-0.10738,-0.00032,0.9942,-0.00534,-0.10738,-0.00032,0.9942,-0.00534
243,2.099,-0.11601,-0.00048,0.99323,-0.0055,-0.11601,-0.00048,0.99323,-0.0055
244,2.109,-0.12457,-0.00064,0.99219,-0.00574,-0.12457,-0.00064,0.99219,-0.00574
245,2.119,-0.13305,-0.0008,0.99109,-0.00605,-0.13305,-0.0008,0.99109,-0.00605
246,2.129,-0.14141,-0.00094,0.98993,-0.00645,-0.14141,-0.00094,0.98993,-0.00645
247,2.139,-0.14971,-0.00106,0.98871,-0.00692,-0.14971,-0.00106,0.98871,-0.00692
248,2.149,-0.15798,-0.00113,0.98741,-0.00746,-0.15798,-0.00113,0.98741,-0.00746
249,2.159,-0.16624,-0.00118,0.98605,-0.00805,-0.16624,-0.00118,0.98605,-0.00805
250,2.169,-0.17447,-0.0012,0.98462,-0.00869,-0.17447,-0.0012,0.98462,-0.00869
251,2.179,-0.18267,-0.0012,0.98313,-0.00939,-0.18267,-0.0012,0.98313,-0.00939
252,2.189,-0.19083,-0.00116,0.98157,-0.01014,-0.19083,-0.00116,0.98157,-0.01014
253,2.199,-0.19894,-0.00109,0.97995,-0.0109,-0.19894,-0.00109,0.97995,-0.0109
254,2.209,-0.20703,-0.00097,0.97826,-0.01167,-0.20703,-0.00097,0.97826,-0.01167
255,2.219,-0.2151,-0.0008,0.97651,-0.01246,-0.2151,-0.0008,0.97651,-0.01246
256,2.229,-0.22321,-0.00061,0.97468,-0.01325,-0.22321,-0.00061,0.97468,-0.01325
257,2.239,-0.23139,-0.0004,0.97276,-0.01401,-0.23139,-0.0004,0.97276,-0.01401
258,2.249,-0.23962,-0.00015,0.97075,-0.0147,-0.23962,-0.00015,0.97075,-0.0147
259,2.259,-0.24789,0.00016,0.96867,-0.01532,-0.24789,0.00016,0.96867,-0.01532
260,2.269,-0.25619,0.00051,0.9665,-0.01589,-0.25619,0.00051,0.9665,-0.01589
261,2.279,-0.26448,0.00091,0.96425,-0.01639,-0.26448,0.00091,0.96425,-0.01639
262,2.289,-0.27277,0.00135,0.96193,-0.01681,-0.27277,0.00135,0.96193,-0.01681
263,2.299,-0.28104,0.00181,0.95954,-0.01713,-0.28104,0.00181,0.95954,-0.01713
264,2.309,-0.28929,0.00228,0.95708,-0.01737,-0.28929,0.00228,0.95708,-0.01737
265,2.319,-0.29752,0.00275,0.95455,-0.01753,-0.29752,0.00275,0.95455,-0.01753
266,2.329,-0.30568,0.0032,0.95197,-0.0176,-0.30568,0.0032,0.95197,-0.0176
267,2.339,-0.31378,0.00364,0.94932,-0.01762,-0.31378,0.00364,0.94932,-0.01762
268,2.349,-0.32184,0.00407,0.94662,-0.01758,-0.32184,0.00407,0.94662,-0.01758
269,2.359,-0.32983,0.00449,0.94387,-0.01751,-0.32983,0.00449,0.94387,-0.01751
270,2.369,-0.33774,0.00487,0.94107,-0.01743,-0.33774,0.00487,0.94107,-0.01743
271,2.379,-0.34556,0.0052,0.93822,-0.01737,-0.34556,0.0052,0.93822,-0.01737
272,2.389,-0.35332,0.00547,0.93533,-0.01734,-0.35332,0.00547,0.93533,-0.01734
273,2.399,-0.361,0.00569,0.93239,-0.01732,-0.361,0.00569,0.93239,-0.01732
274,2.409,-0.36861,0.00588,0.9294,-0.01733,-0.36861,0.00588,0.9294,-0.01733
275,2.419,-0.37618,0.00603,0.92637,-0.01737,-0.37618,0.00603,0.92637,-0.01737
276,2.429,-0.38372,0.0062,0.92326,-0.01743,-0.38372,0.0062,0.92326,-0.01743
277,2.439,-0.39125,0.00643,0.9201,-0.01751,-0.39125,0.00643,0.9201,-0.01751
278,2.449,-0.39879,0.0067,0.91685,-0.01759,-0.39879,0.0067,0.91685,-0.01759
279,2.459,-0.40635,0.00696,0.91352,-0.01768,-0.40635,0.00696,0.91352,-0.01768
280,2.469,-0.41391,0.00721,0.91012,-0.01772,-0.41391,0.00721,0.91012,-0.01772
281,2.479,-0.42147,0.00743,0.90664,-0.01771,-0.42147,0.00743,0.90664,-0.01771
282,2.489,-0.42898,0.00763,0.90311,-0.01763,-0.42898,0.00763,0.90311,-0.01763
283,2.499,-0.43639,0.00779,0.89956,-0.01746,-0.43639,0.00779,0.89956,-0.01746
284,2.509,-0.44378,0.00786,0.89594,-0.01718,-0.44378,0.00786,0.89594,-0.01718
285,2.519,-0.45121,0.00785,0.89223,-0.01679,-0.45121,0.00785,0.89223,-0.01679
286,2.529,-0.45864,0.00775,0.88844,-0.01632,-0.45864,0.00775,0.88844,-0.01632
287,2.539,-0.46605,0.00756,0.88459,-0.0158,-0.46605,0.00756,0.88459,-0.0158
